text_a,label
"""There's just one piece of legislation that is now law"" with Sen. Ted Cruz's ""name on it.""",3
"Quotes Trump as saying, ""Fine you boo me DC? Go #Astros, Texas loves me, I get the best kind of love there. I’ll be renaming the White House the Orange House.""",2
"""Our economy (in Louisiana) has grown 50 percent faster than the national GDP, even since the national recession.""",3
"Rick Perry thinks ""injecting 11- and 12-year-old girls with a controversial drug (the HPV vaccine), without a parent's consent, is a good idea.""",2
"""Federal investigators found a company that (David Perdue) ran discriminated against women -- paid them less than men for the same work.""",3
"""Wisconsin pays 50% more than Minnesota for the same health care.""",4
"Says he ""earned the highest possible credit ratings as state treasurer.""",3
"In ""the past four or five"" presidential elections, ""people who poll high at the beginning are not the people who end up being the nominees.""",4
"The Texas Constitution ""still contains Jim Crow provisions about the poll tax and restrictions on women having the right to vote.""",5
"""Every time you buy an airline ticket, the federal government runs a background check on you.""",4
"""Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.""",0
“Kobe Bryant Is Still Alive and Faked His Death LEAKED FOOTAGE”,2
"""The poorest in this country are women.""",0
Says health insurance premiums will rise under Obamacare.,1
"""Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.""",1
"""Woman set to testify against Clintons blown up in home explosion.""",2
"Says troops recently received ""one of the biggest pay raises"" ever, and that it was the first pay increase in ""more than 10 years.""",2
"""In North Carolina, paid family leave is more popular than college basketball.""",3
President Obama’s lawsuit claims it is unconstitutional for Ohio to allow servicemen and women extended early voting privileges during the state’s early voting period.,5
"""Only five Texas counties account for almost 90 percent of the (state’s) cattle industry.""",5
"Says cuts by Gov. Rick Perry's administration left ""12,000 teachers without a job.""",1
"""The city of San Antonio reuses almost 40 percent of its water. You know how much the city of Austin reuses? About 5 percent. And that's not right. We can do better.""",4
"""Recent reports state that the U.S. Customs and Border Protection has apprehended several members of known Islamist terrorist organizations crossing the southern border in recent years.""",3
Says 11 soccer players on the U.S. Men’s National Team are immigrants.,5
"Georgia’s illegal-immigration legislation ""simply follows existing federal law.""",1
"Says law enforcement officials alerted the public to check the caps of bottled water for tampering because someone is injecting poison into them, and that a ""few people already died in the Richmond area"" as a result.",2
"Under the Graham-Cassidy health insurance bill, in ""states like Maine, Virginia, Florida, Missouri, there will be billions more dollars to provide health insurance coverage for those in those states who have been passed by by Obamacare.""",4
"""In the 18th Congressional District, 100% of electric generation comes from coal.""",0
"Says the mother of Covington student Nick Sandmann said ""I only wish the pioneers had brought more blankets with smallpox.""",2
"""USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!""",2
Says Rush Limbaugh made it clear he’d rather see the country fail than President Barack Obama succeed.,4
"""Women who have miscarriages could be investigated by police"" under legislation supported by Republican state Senate candidate Rick Gudex.",4
"""Chicago now has the highest employment in the private sector in the history of the city.""",5
"The United States sends ""$300 billion -- half our trade deficit -- overseas for oil to unstable and unfriendly regimes.""",1
"North Carolina is home to ""two rivers of the top five most polluted rivers"" in the U.S.",5
"""Wisconsin does not have a deficit. Thanks to Republican reforms, the 2014 budget will begin with a $443 million surplus.""",1
"Says Martin Luther King Jr. ""was killed (smothered) in the hospital"" and ""the US government was found guilty in a court of law of conspiring to kill him.""",5
"Says Donald Trump said, ""Immigrants aren’t people, they’re animals.""",5
"In discussing the attacks on the U.S. consulate in Benghazi, Libya, ""Ms. Rice did say 'a terrorist attack.' It’s not that she put the whole thing on the video.""",4
"New federal projections estimate that the health care overhaul ""will cost $1.76 trillion over 10 years -- well above the $940 billion Democrats originally claimed.""",5
"""The costs for families (in the individual market) for the same type of coverage that they're currently receiving would go down 14 percent to 20 percent.""",1
"""You and I know that in the history of mankind and womankind, government — federal, state, local, or otherwise — has never created one job.""",2
"""Every time we put a ballot issue on, it costs a million dollars.""",1
"The Democratic health care law ""added 12 years of solvency to Medicare.""",1
"Says ""we allow more people into America legally than all other countries on the planet combined.""",4
"Palin ""inherited a city with zero debt, but left it with indebtedness of over $22-million.""",3
"""The Government Accountability Office estimated (Obamacare) will add to the long-term deficit by $6.2 trillion.""",4
"""The claim ... that we plan to set up panels of bureaucrats with the power to   kill off senior citizens ... is a lie, plain and simple.""",0
"In Rhode Island, ""only 5 percent of ozone pollution is from local or in-state sources. . . Ninety-five percent comes from outside of our borders, particularly the Midwest.""",1
"""While Exxon Mobil has 40 pages on its media response strategy, its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long.""",3
"""Giving the facts:  73,000 jobs created ... since '11.  Do you know how many direct jobs in the auto industry?  1,800.""",3
"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.",4
"""In 2010, Mr. [Anthony] Gemma described himself as a 'pro-life' candidate. Now, he claims to be pro-choice.""",0
