text_a,label,entity
Even high estimates for an early draft of the health care plan are less than the $1.8 trillion cost of the Bush tax cuts.,3,"paul-krugman,new york times columnist,none,unk,economy,health-care,pundits,taxes"
"Bill McCollum ""cost the rest of us billions"" as a member of Congress, including a national debt that ""skyrocketed"" to $4.7 trillion.",2,"florida-democratic-party,unk,democrat,florida,candidates-biography"
The White House had a live video feed of the Benghazi attacks as they occurred.,4,"david-dewhurst,lieutenant governor,republican,texas,crime,criminal-justice,foreign-policy,terrorism"
Says a Pro-Stimulus economist admits it is not working,4,"rob-portman,u.s. senator from ohio,republican,ohio,economy,stimulus"
"Says Donald Trump was asked if he would defend our allies. He said well, first hed want to know if they made any payments to us to defend them.",5,"hillary-clinton,presidential candidate,democrat,new york,foreign-policy,homeland-security,military"
"In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.",5,"frank-lautenberg,u.s. senator,democrat,new jersey,jobs,tourism"
Florida is 49th in per capita spending on mental health care.,5,"bud-chiles,unk,independent,florida,health-care"
Says President Barack Obama has been presiding over our jobs going overseas for seven years.,0,"ted-cruz,senator,republican,texas,economy,foreign-policy,jobs,trade"
The oceans have become 30 percent more acidic.,3,"sheldon-whitehouse,u.s. senator,democrat,rhode island,animals,climate-change,economy,energy,environment,history,public-health,science,weather"
"The book Little Red Riding Hood is something thats been banned in America, but not assault weapons.",0,"moms-demand-action-gun-sense-america,advocacy group,none,indiana,education,guns"
Thomas Jefferson created the Marines for the Islamic pirates that were happening.,2,"glenn-beck,unk,none,unk,military,pundits"
The nations food supply is 99.99 percent safe.,0,"jack-kingston,u.s. representative,republican,georgia,food-safety"
"150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.",5,"alex-sink,unk,democrat,florida,oil-spill"
"In Rhode Island today, 25 percent of our households either dont have a bank account at all, or they have a bank account and theyre still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.",5,"seth-magaziner,investment advisor,democrat,rhode island,debt,economy,families,financial-regulation,income,poverty,wealth,workers"
Our whole food system in this country...most of it is genetically engineered. And (there is) no testing for the health consequences of this food.,2,"dennis-kucinich,u.s. representative,democrat,ohio,consumer-safety"
"Despite what you may have heard about Wisconsins finances, Wisconsin is on track to have a budget surplus this year.",1,"rachel-maddow,msnbc host,none,unk,labor,pundits,state-budget"
Weve saved over $100 million of (health care) costs in Milwaukee County. I did that.,3,"lee-holloway,chairman, milwaukee county boaerd of supervisors,none,wisconsin,health-care,job-accomplishments"
"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff.",5,"david-dewhurst,lieutenant governor,republican,texas,history"
Says members of the military have sent him more campaign contributions than theyve sent President Barack Obama and more than twice what theyve sent other Republican presidential candidates.,5,"ron-paul,u.s. representative,republican,texas,campaign-finance"
Congressman Robert Hurt has a plan to cut education by 40 percent.,4,"democratic-congressional-campaign-committee,unk,democrat,unk,education,federal-budget,state-budget"
To say a family has to buy a product from a private company is clearly beyond the delegated powers of the U.S. Constitution.,2,"john-oxendine,unk,republican,georgia,health-care"
The federal health care law raises taxes and cuts Medicare.,3,"scott-brown,unk,republican,new hampshire,health-care,medicare,taxes"
"The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.",5,"colin-powell,unk,republican,unk,afghanistan,foreign-policy,military,abc-news-week"
"I vetoed more than $3 billion in spending. Lawmakers and I cut taxes for 40,000 small businesses. Now Texas is No. 1 in job creation. The nations five best housing markets are right here in Texas. We balanced five state budgets and we cut state spending.",2,"rick-perry,governor,republican,texas,economy,housing,job-accomplishments,state-budget"
Says President Barack Obama has not raised taxes.,1,"bill-pascrell,u.s. house of representatives,democrat,new jersey,taxes"
SaysDonald Trump called pregnant employees an inconvenience.,5,"hillary-clinton,presidential candidate,democrat,new york,economy"
"Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.",0,"ted-cruz,senator,republican,texas,economy,health-care,jobs"
McCain opposes repeal of the death tax.,3,"mitt-romney,former governor,republican,massachusetts,taxes"
Says signs posted at projects funded by the federal stimulus act has cost 20 or 40 million dollars.,2,"jim-renacci,u.s. representative ,republican,ohio,deficit,federal-budget,stimulus"
"Amid the crisis at our southern border, there are reports of illegal migrants carrying deadly diseases such as Ebola virus.",4,"phil-gingrey,u.s. congressman,republican,georgia,ebola,health-care,immigration,public-health"
"Says for the equivalent cost of a single mile of freeway, we have a bike infrastructure.",3,"sam-adams,mayor of portland,democrat,oregon,transportation"
"If the debt ceiling is surpassed, our nation will not go into default as some suggest.",2,"marco-rubio,u.s. senator,republican,florida,economy,federal-budget"
"While (Chris Christie) talks about job creation, we dont see jobs being created in this state.",1,"john-wisniewski,state assemblyman,democrat,new jersey,jobs"
Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.,2,"florida-democratic-party,unk,democrat,florida,health-care,legal-issues,message-machine"
We have more scientists and engineers per square mile than anywhere in the world.,5,"choose-new-jersey,unk,none,new jersey,economy,jobs,science,workers"
The Defense Department received only one-half of 1 percent of the nearly trillion-dollar stimulus package funding.,3,"sarah-palin,unk,republican,alaska,military,stimulus"
The (Wisconsin) governor has proposed tax giveaways to corporations.,3,"donna-brazile,political commentator,democrat,washington, d.c.,corporations,pundits,taxes,abc-news-week"
Bike lanes and sidewalks have been proven to reduce crashes by up to 38 percent on Austins streets.,0,"bike-austin,advocacy group,none,texas,city-government,corrections-and-updates,transportation"
"Every illegal immigrant can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in.",1,"john-fredericks,talks show host,talk-show-host,virginia,immigration,taxes"
You look at defense were spending more than the rest of the world combined.,0,"jon-huntsman,unk,republican,utah,federal-budget,military,new-hampshire-2012"
The Navy is bringing charges against a Navy officer who shot at the Chattanooga shooter for illegally discharging a firearm on federal property.,1,"allen-west,u.s. representative, florida district 22,republican,florida,guns,military,terrorism"
"Says when Mitt Romney was governor, Massachusetts was 47th in job creation",2,"jeanne-shaheen,senator,democrat,new hampshire,jobs"
The 12 hottest years on record have come in the last 15 years.,5,"barack-obama,president,democrat,illinois,environment"
Says Daniel Webster used taxpayer funds to build a lobbyist lounge.,0,"val-demings,unk,democrat,florida,message-machine-2012,taxes"
"Says 97 cents of every dollar played represents over $500 million dollars that is returned to Oregonians every year to help support job creation, schools, state parks and watersheds.",4,"oregon-lottery,unk,organization,unk,lottery,state-budget,state-finances"
